Company Name,Industry,Symbol,Series,ISIN Code,Category
Eternal Ltd.,Consumer Services,ETERNAL,EQ,INE758T01015,Nifty500
Exide Industries Ltd.,Automobile and Auto Components,EXIDEIND,EQ,INE302A01020,Nifty500
FSN E-Commerce Ventures Ltd.,Consumer Services,NYKAA,EQ,INE388Y01029,Nifty500
Federal Bank Ltd.,Financial Services,FEDERALBNK,EQ,INE171A01029,Nifty500
Fertilisers and Chemicals Travancore Ltd.,Chemicals,FACT,EQ,INE188A01015,Nifty500
Finolex Cables Ltd.,Capital Goods,FINCABLES,EQ,INE235A01022,Nifty500
Finolex Industries Ltd.,Capital Goods,FINPIPE,EQ,INE183A01024,Nifty500
Firstsource Solutions Ltd.,Services,FSL,EQ,INE684F01012,Nifty500
Five-Star Business Finance Ltd.,Financial Services,FIVESTAR,EQ,INE128S01021,Nifty500
Fortis Healthcare Ltd.,Healthcare,FORTIS,EQ,INE061F01013,Nifty500
GAIL (India) Ltd.,Oil Gas & Consumable Fuels,GAIL,EQ,INE129A01019,Nifty500
GE Vernova T&D India Ltd.,Capital Goods,GVT&D,EQ,INE200A01026,Nifty500
GMR Airports Ltd.,Services,GMRAIRPORT,EQ,INE776C01039,Nifty500
Garden Reach Shipbuilders & Engineers Ltd.,Capital Goods,GRSE,EQ,INE382Z01011,Nifty500
General Insurance Corporation of India,Financial Services,GICRE,EQ,INE481Y01014,Nifty500
Gillette India Ltd.,Fast Moving Consumer Goods,GILLETTE,EQ,INE322A01010,Nifty500
Gland Pharma Ltd.,Healthcare,GLAND,EQ,INE068V01023,Nifty500
Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,GLAXO,EQ,INE159A01016,Nifty500
Glenmark Pharmaceuticals Ltd.,Healthcare,GLENMARK,EQ,INE935A01035,Nifty500
Global Health Ltd.,Healthcare,MEDANTA,EQ,INE474Q01031,Nifty500
Go Digit General Insurance Ltd.,Financial Services,GODIGIT,EQ,INE03JT01014,Nifty500
Godawari Power & Ispat Ltd.,Capital Goods,GPIL,EQ,INE177H01039,Nifty500
Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,GODFRYPHLP,EQ,INE260B01028,Nifty500
Godrej Agrovet Ltd.,Fast Moving Consumer Goods,GODREJAGRO,EQ,INE850D01014,Nifty500
Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,GODREJCP,EQ,INE102D01028,Nifty500
Godrej Industries Ltd.,Diversified,GODREJIND,EQ,INE233A01035,Nifty500
Godrej Properties Ltd.,Realty,GODREJPROP,EQ,INE484J01027,Nifty500
Granules India Ltd.,Healthcare,GRANULES,EQ,INE101D01020,Nifty500
Graphite India Ltd.,Capital Goods,GRAPHITE,EQ,INE371A01025,Nifty500
Grasim Industries Ltd.,Construction Materials,GRASIM,EQ,INE047A01021,Nifty500
Gravita India Ltd.,Metals & Mining,GRAVITA,EQ,INE024L01027,Nifty500
Great Eastern Shipping Co. Ltd.,Services,GESHIP,EQ,INE017A01032,Nifty500
Gujarat Fluorochemicals Ltd.,Chemicals,FLUOROCHEM,EQ,INE09N301011,Nifty500
Gujarat Gas Ltd.,Oil Gas & Consumable Fuels,GUJGASLTD,EQ,INE844O01030,Nifty500
Gujarat Mineral Development Corporation Ltd.,Metals & Mining,GMDCLTD,EQ,INE131A01031,Nifty500
Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,GNFC,EQ,INE113A01013,Nifty500
Gujarat Pipavav Port Ltd.,Services,GPPL,EQ,INE517F01014,Nifty500
Gujarat State Petronet Ltd.,Oil Gas & Consumable Fuels,GSPL,EQ,INE246F01010,Nifty500
H.E.G. Ltd.,Capital Goods,HEG,EQ,INE545A01024,Nifty500
HBL Engineering Ltd.,Capital Goods,HBLENGINE,EQ,INE292B01021,Nifty500
HCL Technologies Ltd.,Information Technology,HCLTECH,EQ,INE860A01027,Nifty500
HDFC Asset Management Company Ltd.,Financial Services,HDFCAMC,EQ,INE127D01025,Nifty500
HDFC Bank Ltd.,Financial Services,HDFCBANK,EQ,INE040A01034,Nifty500
HDFC Life Insurance Company Ltd.,Financial Services,HDFCLIFE,EQ,INE795G01014,Nifty500
HFCL Ltd.,Telecommunication,HFCL,EQ,INE548A01028,Nifty500
Happiest Minds Technologies Ltd.,Information Technology,HAPPSTMNDS,EQ,INE419U01012,Nifty500
Havells India Ltd.,Consumer Durables,HAVELLS,EQ,INE176B01034,Nifty500
Hero MotoCorp Ltd.,Automobile and Auto Components,HEROMOTOCO,EQ,INE158A01026,Nifty500
Himadri Speciality Chemical Ltd.,Chemicals,HSCL,EQ,INE019C01026,Nifty500
Hindalco Industries Ltd.,Metals & Mining,HINDALCO,EQ,INE038A01020,Nifty500
Hindustan Aeronautics Ltd.,Capital Goods,HAL,EQ,INE066F01020,Nifty500
Hindustan Copper Ltd.,Metals & Mining,HINDCOPPER,EQ,INE531E01026,Nifty500
Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,HINDPETRO,EQ,INE094A01015,Nifty500
Hindustan Unilever Ltd.,Fast Moving Consumer Goods,HINDUNILVR,EQ,INE030A01027,Nifty500
Hindustan Zinc Ltd.,Metals & Mining,HINDZINC,EQ,INE267A01025,Nifty500
Hitachi Energy India Ltd.,Capital Goods,POWERINDIA,EQ,INE07Y701011,Nifty500
Home First Finance Company India Ltd.,Financial Services,HOMEFIRST,EQ,INE481N01025,Nifty500
Honasa Consumer Ltd.,Fast Moving Consumer Goods,HONASA,EQ,INE0J5401028,Nifty500
Honeywell Automation India Ltd.,Capital Goods,HONAUT,EQ,INE671A01010,Nifty500
Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO,EQ,INE031A01017,Nifty500
Hyundai Motor India Ltd.,Automobile and Auto Components,HYUNDAI,EQ,INE0V6F01027,Nifty500
ICICI Bank Ltd.,Financial Services,ICICIBANK,EQ,INE090A01021,Nifty500
ICICI Lombard General Insurance Company Ltd.,Financial Services,ICICIGI,EQ,INE765G01017,Nifty500
ICICI Prudential Life Insurance Company Ltd.,Financial Services,ICICIPRULI,EQ,INE726G01019,Nifty500
IDBI Bank Ltd.,Financial Services,IDBI,EQ,INE008A01015,Nifty500
IDFC First Bank Ltd.,Financial Services,IDFCFIRSTB,EQ,INE092T01019,Nifty500
IFCI Ltd.,Financial Services,IFCI,EQ,INE039A01010,Nifty500
IIFL Finance Ltd.,Financial Services,IIFL,EQ,INE530B01024,Nifty500
INOX India Ltd.,Capital Goods,INOXINDIA,EQ,INE616N01034,Nifty500
IRB Infrastructure Developers Ltd.,Construction,IRB,EQ,INE821I01022,Nifty500
IRCON International Ltd.,Construction,IRCON,EQ,INE962Y01021,Nifty500
ITC Ltd.,Fast Moving Consumer Goods,ITC,EQ,INE154A01025,Nifty500
ITI Ltd.,Telecommunication,ITI,EQ,INE248A01017,Nifty500
Indegene Ltd.,Healthcare,INDGN,EQ,INE065X01017,Nifty500
India Cements Ltd.,Construction Materials,INDIACEM,EQ,INE383A01012,Nifty500
Indiamart Intermesh Ltd.,Consumer Services,INDIAMART,EQ,INE933S01016,Nifty500
Indian Bank,Financial Services,INDIANB,EQ,INE562A01011,Nifty500
Indian Energy Exchange Ltd.,Financial Services,IEX,EQ,INE022Q01020,Nifty500
Indian Hotels Co. Ltd.,Consumer Services,INDHOTEL,EQ,INE053A01029,Nifty500
Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,IOC,EQ,INE242A01010,Nifty500
Indian Overseas Bank,Financial Services,IOB,EQ,INE565A01014,Nifty500
Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,IRCTC,EQ,INE335Y01020,Nifty500
Indian Railway Finance Corporation Ltd.,Financial Services,IRFC,EQ,INE053F01010,Nifty500
Indian Renewable Energy Development Agency Ltd.,Financial Services,IREDA,EQ,INE202E01016,Nifty500
Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,IGL,EQ,INE203G01027,Nifty500
Indus Towers Ltd.,Telecommunication,INDUSTOWER,EQ,INE121J01017,Nifty500
IndusInd Bank Ltd.,Financial Services,INDUSINDBK,EQ,INE095A01012,Nifty500
Info Edge (India) Ltd.,Consumer Services,NAUKRI,EQ,INE663F01032,Nifty500
Infosys Ltd.,Information Technology,INFY,EQ,INE009A01021,Nifty500
Inox Wind Ltd.,Capital Goods,INOXWIND,EQ,INE066P01011,Nifty500
Intellect Design Arena Ltd.,Information Technology,INTELLECT,EQ,INE306R01017,Nifty500
InterGlobe Aviation Ltd.,Services,INDIGO,EQ,INE646L01027,Nifty500
International Gemmological Institute (India) Ltd.,Services,IGIL,EQ,INE0Q9301021,Nifty500
Inventurus Knowledge Solutions Ltd.,Information Technology,IKS,EQ,INE115Q01022,Nifty500
Ipca Laboratories Ltd.,Healthcare,IPCALAB,EQ,INE571A01038,Nifty500
J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM,EQ,INE572A01036,Nifty500
J.K. Cement Ltd.,Construction Materials,JKCEMENT,EQ,INE823G01014,Nifty500
JBM Auto Ltd.,Automobile and Auto Components,JBMA,EQ,INE927D01051,Nifty500
JK Tyre & Industries Ltd.,Automobile and Auto Components,JKTYRE,EQ,INE573A01042,Nifty500
JM Financial Ltd.,Financial Services,JMFINANCIL,EQ,INE780C01023,Nifty500
JSW Energy Ltd.,Power,JSWENERGY,EQ,INE121E01018,Nifty500
JSW Holdings Ltd.,Financial Services,JSWHL,EQ,INE824G01012,Nifty500
JSW Infrastructure Ltd.,Services,JSWINFRA,EQ,INE880J01026,Nifty500
JSW Steel Ltd.,Metals & Mining,JSWSTEEL,EQ,INE019A01038,Nifty500
Jaiprakash Power Ventures Ltd.,Power,JPPOWER,EQ,INE351F01018,Nifty500
Jammu & Kashmir Bank Ltd.,Financial Services,J&KBANK,EQ,INE168A01041,Nifty500
Jindal Saw Ltd.,Capital Goods,JINDALSAW,EQ,INE324A01032,Nifty500
Jindal Stainless Ltd.,Metals & Mining,JSL,EQ,INE220G01021,Nifty500
Jindal Steel & Power Ltd.,Metals & Mining,JINDALSTEL,EQ,INE749A01030,Nifty500
Jio Financial Services Ltd.,Financial Services,JIOFIN,EQ,INE758E01017,Nifty500
Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD,EQ,INE797F01020,Nifty500
Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA,EQ,INE0BY001018,Nifty500
Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA,EQ,INE700A01033,Nifty500
Jupiter Wagons Ltd.,Capital Goods,JWL,EQ,INE209L01016,Nifty500
Justdial Ltd.,Consumer Services,JUSTDIAL,EQ,INE599M01018,Nifty500
Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB,EQ,INE668F01031,Nifty500
Jyoti CNC Automation Ltd.,Capital Goods,JYOTICNC,EQ,INE980O01024,Nifty500
K.P.R. Mill Ltd.,Textiles,KPRMILL,EQ,INE930H01031,Nifty500
KEI Industries Ltd.,Capital Goods,KEI,EQ,INE878B01027,Nifty500
KNR Constructions Ltd.,Construction,KNRCON,EQ,INE634I01029,Nifty500
KPIT Technologies Ltd.,Information Technology,KPITTECH,EQ,INE04I401011,Nifty500
Kajaria Ceramics Ltd.,Consumer Durables,KAJARIACER,EQ,INE217B01036,Nifty500
Kalpataru Projects International Ltd.,Construction,KPIL,EQ,INE220B01022,Nifty500
Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL,EQ,INE303R01014,Nifty500
Kansai Nerolac Paints Ltd.,Consumer Durables,KANSAINER,EQ,INE531A01024,Nifty500
Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA,EQ,INE036D01028,Nifty500
Kaynes Technology India Ltd.,Capital Goods,KAYNES,EQ,INE918Z01012,Nifty500
Kec International Ltd.,Construction,KEC,EQ,INE389H01022,Nifty500
Kfin Technologies Ltd.,Financial Services,KFINTECH,EQ,INE138Y01010,Nifty500
Kirloskar Brothers Ltd.,Capital Goods,KIRLOSBROS,EQ,INE732A01036,Nifty500
Kirloskar Oil Eng Ltd.,Capital Goods,KIRLOSENG,EQ,INE146L01010,Nifty500
Kotak Mahindra Bank Ltd.,Financial Services,KOTAKBANK,EQ,INE237A01028,Nifty500
Krishna Institute of Medical Sciences Ltd.,Healthcare,KIMS,EQ,INE967H01025,Nifty500
L&T Finance Ltd.,Financial Services,LTF,EQ,INE498L01015,Nifty500
L&T Technology Services Ltd.,Information Technology,LTTS,EQ,INE010V01017,Nifty500
LIC Housing Finance Ltd.,Financial Services,LICHSGFIN,EQ,INE115A01026,Nifty500
LT Foods Ltd.,Fast Moving Consumer Goods,LTFOODS,EQ,INE818H01020,Nifty500
LTIMindtree Ltd.,Information Technology,LTIM,EQ,INE214T01019,Nifty500
Larsen & Toubro Ltd.,Construction,LT,EQ,INE018A01030,Nifty500
Latent View Analytics Ltd.,Information Technology,LATENTVIEW,EQ,INE0I7C01011,Nifty500
Laurus Labs Ltd.,Healthcare,LAURUSLABS,EQ,INE947Q01028,Nifty500
Lemon Tree Hotels Ltd.,Consumer Services,LEMONTREE,EQ,INE970X01018,Nifty500
Life Insurance Corporation of India,Financial Services,LICI,EQ,INE0J1Y01017,Nifty500
Linde India Ltd.,Chemicals,LINDEINDIA,EQ,INE473A01011,Nifty500
Lloyds Metals And Energy Ltd.,Metals & Mining,LLOYDSME,EQ,INE281B01032,Nifty500
Lodha Developers Ltd.,Realty,LODHA,EQ,INE670K01029,Nifty500
Lupin Ltd.,Healthcare,LUPIN,EQ,INE326A01037,Nifty500
MMTC Ltd.,Services,MMTC,EQ,INE123F01029,Nifty500
MRF Ltd.,Automobile and Auto Components,MRF,EQ,INE883A01011,Nifty500
Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL,EQ,INE002S01010,Nifty500
Maharashtra Seamless Ltd.,Capital Goods,MAHSEAMLES,EQ,INE271B01025,Nifty500
Mahindra & Mahindra Financial Services Ltd.,Financial Services,M&MFIN,EQ,INE774D01024,Nifty500
Mahindra & Mahindra Ltd.,Automobile and Auto Components,M&M,EQ,INE101A01026,Nifty500
Manappuram Finance Ltd.,Financial Services,MANAPPURAM,EQ,INE522D01027,Nifty500
Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL,EQ,INE103A01014,Nifty500
Mankind Pharma Ltd.,Healthcare,MANKIND,EQ,INE634S01028,Nifty500
Marico Ltd.,Fast Moving Consumer Goods,MARICO,EQ,INE196A01026,Nifty500
Maruti Suzuki India Ltd.,Automobile and Auto Components,MARUTI,EQ,INE585B01010,Nifty500
Mastek Ltd.,Information Technology,MASTEK,EQ,INE759A01021,Nifty500
Max Financial Services Ltd.,Financial Services,MFSL,EQ,INE180A01020,Nifty500
Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH,EQ,INE027H01010,Nifty500
Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK,EQ,INE249Z01020,Nifty500
Metropolis Healthcare Ltd.,Healthcare,METROPOLIS,EQ,INE112L01020,Nifty500
Minda Corporation Ltd.,Automobile and Auto Components,MINDACORP,EQ,INE842C01021,Nifty500
Motherson Sumi Wiring India Ltd.,Automobile and Auto Components,MSUMI,EQ,INE0FS801015,Nifty500
Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,EQ,INE338I01027,Nifty500
MphasiS Ltd.,Information Technology,MPHASIS,EQ,INE356A01018,Nifty500
Multi Commodity Exchange of India Ltd.,Financial Services,MCX,EQ,INE745G01035,Nifty500
Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN,EQ,INE414G01012,Nifty500
NATCO Pharma Ltd.,Healthcare,NATCOPHARM,EQ,INE987B01026,Nifty500
NBCC (India) Ltd.,Construction,NBCC,EQ,INE095N01031,Nifty500
NCC Ltd.,Construction,NCC,EQ,INE868B01028,Nifty500
NHPC Ltd.,Power,NHPC,EQ,INE848E01016,Nifty500
NLC India Ltd.,Power,NLCINDIA,EQ,INE589A01014,Nifty500
NMDC Ltd.,Metals & Mining,NMDC,EQ,INE584A01023,Nifty500
NMDC Steel Ltd.,Metals & Mining,NSLNISP,EQ,INE0NNS01018,Nifty500
NTPC Green Energy Ltd.,Power,NTPCGREEN,EQ,INE0ONG01011,Nifty500
NTPC Ltd.,Power,NTPC,EQ,INE733E01010,Nifty500
Narayana Hrudayalaya Ltd.,Healthcare,NH,EQ,INE410P01011,Nifty500
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM,EQ,INE139A01034,Nifty500
Nava Ltd.,Power,NAVA,EQ,INE725A01030,Nifty500
Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR,EQ,INE048G01026,Nifty500
Nestle India Ltd.,Fast Moving Consumer Goods,NESTLEIND,EQ,INE239A01024,Nifty500
Netweb Technologies India Ltd.,Information Technology,NETWEB,EQ,INE0NT901020,Nifty500
Network18 Media & Investments Ltd.,Media Entertainment & Publication,NETWORK18,EQ,INE870H01013,Nifty500
Neuland Laboratories Ltd.,Healthcare,NEULANDLAB,EQ,INE794A01010,Nifty500
Newgen Software Technologies Ltd.,Information Technology,NEWGEN,EQ,INE619B01017,Nifty500
Nippon Life India Asset Management Ltd.,Financial Services,NAM-INDIA,EQ,INE298J01013,Nifty500
Niva Bupa Health Insurance Company Ltd.,Financial Services,NIVABUPA,EQ,INE995S01015,Nifty500
Nuvama Wealth Management Ltd.,Financial Services,NUVAMA,EQ,INE531F01015,Nifty500
Oberoi Realty Ltd.,Realty,OBEROIRLTY,EQ,INE093I01010,Nifty500
Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,ONGC,EQ,INE213A01029,Nifty500
Oil India Ltd.,Oil Gas & Consumable Fuels,OIL,EQ,INE274J01014,Nifty500
Ola Electric Mobility Ltd.,Automobile and Auto Components,OLAELEC,EQ,INE0LXG01040,Nifty500
Olectra Greentech Ltd.,Automobile and Auto Components,OLECTRA,EQ,INE260D01016,Nifty500
One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020,Nifty500
Oracle Financial Services Software Ltd.,Information Technology,OFSS,EQ,INE881D01027,Nifty500
PB Fintech Ltd.,Financial Services,POLICYBZR,EQ,INE417T01026,Nifty500
PCBL Chemical Ltd.,Chemicals,PCBL,EQ,INE602A01031,Nifty500
PG Electroplast Ltd.,Consumer Durables,PGEL,EQ,INE457L01029,Nifty500
PI Industries Ltd.,Chemicals,PIIND,EQ,INE603J01030,Nifty500
PNB Housing Finance Ltd.,Financial Services,PNBHOUSING,EQ,INE572E01012,Nifty500
PNC Infratech Ltd.,Construction,PNCINFRA,EQ,INE195J01029,Nifty500
PTC Industries Ltd.,Capital Goods,PTCIL,EQ,INE596F01018,Nifty500
PVR INOX Ltd.,Media Entertainment & Publication,PVRINOX,EQ,INE191H01014,Nifty500
Page Industries Ltd.,Textiles,PAGEIND,EQ,INE761H01022,Nifty500
Patanjali Foods Ltd.,Fast Moving Consumer Goods,PATANJALI,EQ,INE619A01035,Nifty500
Persistent Systems Ltd.,Information Technology,PERSISTENT,EQ,INE262H01021,Nifty500
Petronet LNG Ltd.,Oil Gas & Consumable Fuels,PETRONET,EQ,INE347G01014,Nifty500
Pfizer Ltd.,Healthcare,PFIZER,EQ,INE182A01018,Nifty500
Phoenix Mills Ltd.,Realty,PHOENIXLTD,EQ,INE211B01039,Nifty500
Pidilite Industries Ltd.,Chemicals,PIDILITIND,EQ,INE318A01026,Nifty500
Piramal Enterprises Ltd.,Financial Services,PEL,EQ,INE140A01024,Nifty500
Piramal Pharma Ltd.,Healthcare,PPLPHARMA,EQ,INE0DK501011,Nifty500
Poly Medicure Ltd.,Healthcare,POLYMED,EQ,INE205C01021,Nifty500
Polycab India Ltd.,Capital Goods,POLYCAB,EQ,INE455K01017,Nifty500
Poonawalla Fincorp Ltd.,Financial Services,POONAWALLA,EQ,INE511C01022,Nifty500
Power Finance Corporation Ltd.,Financial Services,PFC,EQ,INE134E01011,Nifty500
Power Grid Corporation of India Ltd.,Power,POWERGRID,EQ,INE752E01010,Nifty500
Praj Industries Ltd.,Capital Goods,PRAJIND,EQ,INE074A01025,Nifty500
Premier Energies Ltd.,Capital Goods,PREMIERENE,EQ,INE0BS701011,Nifty500
Prestige Estates Projects Ltd.,Realty,PRESTIGE,EQ,INE811K01011,Nifty500
Punjab National Bank,Financial Services,PNB,EQ,INE160A01022,Nifty500
R R Kabel Ltd.,Capital Goods,RRKABEL,EQ,INE777K01022,Nifty500
RBL Bank Ltd.,Financial Services,RBLBANK,EQ,INE976G01028,Nifty500
REC Ltd.,Financial Services,RECLTD,EQ,INE020B01018,Nifty500
RHI MAGNESITA INDIA LTD.,Capital Goods,RHIM,EQ,INE743M01012,Nifty500
RITES Ltd.,Construction,RITES,EQ,INE320J01015,Nifty500
Radico Khaitan Ltd,Fast Moving Consumer Goods,RADICO,EQ,INE944F01028,Nifty500
Rail Vikas Nigam Ltd.,Construction,RVNL,EQ,INE415G01027,Nifty500
Railtel Corporation Of India Ltd.,Telecommunication,RAILTEL,EQ,INE0DD101019,Nifty500
Rainbow Childrens Medicare Ltd.,Healthcare,RAINBOW,EQ,INE961O01016,Nifty500
Ramkrishna Forgings Ltd.,Automobile and Auto Components,RKFORGE,EQ,INE399G01023,Nifty500
Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,RCF,EQ,INE027A01015,Nifty500
RattanIndia Enterprises Ltd.,Consumer Services,RTNINDIA,EQ,INE834M01019,Nifty500
Raymond Lifestyle Ltd.,Textiles,RAYMONDLSL,EQ,INE02ID01020,Nifty500
Raymond Ltd.,Realty,RAYMOND,EQ,INE301A01014,Nifty500
Redington Ltd.,Services,REDINGTON,EQ,INE891D01026,Nifty500
Reliance Industries Ltd.,Oil Gas & Consumable Fuels,RELIANCE,EQ,INE002A01018,Nifty500
Reliance Power Ltd.,Power,RPOWER,BE,INE614G01033,Nifty500
Route Mobile Ltd.,Telecommunication,ROUTE,EQ,INE450U01017,Nifty500
SBFC Finance Ltd.,Financial Services,SBFC,EQ,INE423Y01016,Nifty500
SBI Cards and Payment Services Ltd.,Financial Services,SBICARD,EQ,INE018E01016,Nifty500
SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016,Nifty500
SJVN Ltd.,Power,SJVN,EQ,INE002L01015,Nifty500
SKF India Ltd.,Capital Goods,SKFINDIA,EQ,INE640A01023,Nifty500
SRF Ltd.,Chemicals,SRF,EQ,INE647A01010,Nifty500
Sagility India Ltd.,Information Technology,SAGILITY,EQ,INE0W2G01015,Nifty500
Sai Life Sciences Ltd.,Healthcare,SAILIFE,EQ,INE570L01029,Nifty500
Sammaan Capital Ltd.,Financial Services,SAMMAANCAP,EQ,INE148I01020,Nifty500
Samvardhana Motherson International Ltd.,Automobile and Auto Components,MOTHERSON,EQ,INE775A01035,Nifty500
Sapphire Foods India Ltd.,Consumer Services,SAPPHIRE,EQ,INE806T01020,Nifty500
Sarda Energy and Minerals Ltd.,Metals & Mining,SARDAEN,EQ,INE385C01021,Nifty500
Saregama India Ltd,Media Entertainment & Publication,SAREGAMA,EQ,INE979A01025,Nifty500
Schaeffler India Ltd.,Automobile and Auto Components,SCHAEFFLER,EQ,INE513A01022,Nifty500
Schneider Electric Infrastructure Ltd.,Capital Goods,SCHNEIDER,BE,INE839M01018,Nifty500
Shipping Corporation of India Ltd.,Services,SCI,EQ,INE109A01011,Nifty500
Shree Cement Ltd.,Construction Materials,SHREECEM,EQ,INE070A01015,Nifty500
Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,RENUKA,EQ,INE087H01022,Nifty500
Shriram Finance Ltd.,Financial Services,SHRIRAMFIN,EQ,INE721A01047,Nifty500
Shyam Metalics and Energy Ltd.,Capital Goods,SHYAMMETL,EQ,INE810G01011,Nifty500
Siemens Ltd.,Capital Goods,SIEMENS,EQ,INE003A01024,Nifty500
Signatureglobal (India) Ltd.,Realty,SIGNATURE,EQ,INE903U01023,Nifty500
Sobha Ltd.,Realty,SOBHA,EQ,INE671H01015,Nifty500
Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029,Nifty500
Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SONACOMS,EQ,INE073K01018,Nifty500
Sonata Software Ltd.,Information Technology,SONATSOFTW,EQ,INE269A01021,Nifty500
Star Health and Allied Insurance Company Ltd.,Financial Services,STARHEALTH,EQ,INE575P01011,Nifty500
State Bank of India,Financial Services,SBIN,EQ,INE062A01020,Nifty500
Steel Authority of India Ltd.,Metals & Mining,SAIL,EQ,INE114A01011,Nifty500
Sterling and Wilson Renewable Energy Ltd.,Construction,SWSOLAR,EQ,INE00M201021,Nifty500
Sumitomo Chemical India Ltd.,Chemicals,SUMICHEM,EQ,INE258G01013,Nifty500
Sun Pharmaceutical Industries Ltd.,Healthcare,SUNPHARMA,EQ,INE044A01036,Nifty500
Sun TV Network Ltd.,Media Entertainment & Publication,SUNTV,EQ,INE424H01027,Nifty500
Sundaram Finance Ltd.,Financial Services,SUNDARMFIN,EQ,INE660A01013,Nifty500
Sundram Fasteners Ltd.,Automobile and Auto Components,SUNDRMFAST,EQ,INE387A01021,Nifty500
Supreme Industries Ltd.,Capital Goods,SUPREMEIND,EQ,INE195A01028,Nifty500
Suzlon Energy Ltd.,Capital Goods,SUZLON,EQ,INE040H01021,Nifty500
Swan Energy Ltd.,Chemicals,SWANENERGY,EQ,INE665A01038,Nifty500
Swiggy Ltd.,Consumer Services,SWIGGY,EQ,INE00H001014,Nifty500
Syngene International Ltd.,Healthcare,SYNGENE,EQ,INE398R01022,Nifty500
Syrma SGS Technology Ltd.,Capital Goods,SYRMA,EQ,INE0DYJ01015,Nifty500
TBO Tek Ltd.,Consumer Services,TBOTEK,EQ,INE673O01025,Nifty500
TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR,EQ,INE494B01023,Nifty500
Tanla Platforms Ltd.,Information Technology,TANLA,EQ,INE483C01032,Nifty500
Tata Chemicals Ltd.,Chemicals,TATACHEM,EQ,INE092A01019,Nifty500
Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013,Nifty500
Tata Consultancy Services Ltd.,Information Technology,TCS,EQ,INE467B01029,Nifty500
Tata Consumer Products Ltd.,Fast Moving Consumer Goods,TATACONSUM,EQ,INE192A01025,Nifty500
Tata Elxsi Ltd.,Information Technology,TATAELXSI,EQ,INE670A01012,Nifty500
Tata Investment Corporation Ltd.,Financial Services,TATAINVEST,EQ,INE672A01018,Nifty500
Tata Motors Ltd.,Automobile and Auto Components,TATAMOTORS,EQ,INE155A01022,Nifty500
Tata Power Co. Ltd.,Power,TATAPOWER,EQ,INE245A01021,Nifty500
Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01020,Nifty500
Tata Technologies Ltd.,Information Technology,TATATECH,EQ,INE142M01025,Nifty500
Tata Teleservices (Maharashtra) Ltd.,Telecommunication,TTML,BE,INE517B01013,Nifty500
Tech Mahindra Ltd.,Information Technology,TECHM,EQ,INE669C01036,Nifty500
Techno Electric & Engineering Company Ltd.,Construction,TECHNOE,EQ,INE285K01026,Nifty500
Tejas Networks Ltd.,Telecommunication,TEJASNET,EQ,INE010J01012,Nifty500
The New India Assurance Company Ltd.,Financial Services,NIACL,EQ,INE470Y01017,Nifty500
The Ramco Cements Ltd.,Construction Materials,RAMCOCEM,EQ,INE331A01037,Nifty500
Thermax Ltd.,Capital Goods,THERMAX,EQ,INE152A01029,Nifty500
Timken India Ltd.,Capital Goods,TIMKEN,EQ,INE325A01013,Nifty500
Titagarh Rail Systems Ltd.,Capital Goods,TITAGARH,EQ,INE615H01020,Nifty500
Titan Company Ltd.,Consumer Durables,TITAN,EQ,INE280A01028,Nifty500
